hour_of_day,is_weekend,is_night_transaction,country,city,merchant_category,payment_method,device_type,customer_age,credit_score,account_age_years,account_balance,transaction_amount,num_prev_transactions,transaction_freq_monthly,distance_from_home_km,time_since_last_txn_hrs,is_international,failed_attempts,pin_changed_recently,is_fraud
23,0,1,USA,Melbourne,Education,Mobile Payment,Mobile,32,669,5.3,6695.95,94.76,136,22,0.2,4.68,0,2,0,1
15,0,0,Japan,Los Angeles,Healthcare,Credit Card,Desktop,48,639,5.0,11851.35,23.79,146,22,30.2,31.0,0,1,0,0
2,1,1,USA,Guadalajara,Utilities,Bank Transfer,Tablet,19,631,3.7,7640.35,190.06,157,22,21.2,21.73,0,0,0,0
2,1,1,USA,Manchester,Electronics,Debit Card,Mobile,43,588,1.9,15670.47,154.28,173,27,20.9,3.26,1,0,0,0
17,1,0,USA,Lyon,Clothing,Mobile Payment,Desktop,57,718,4.3,8331.77,82.76,164,17,3.3,19.05,0,4,0,0
2,0,1,Japan,São Paulo,Clothing,Crypto,Mobile,23,678,16.1,1400.27,66.54,128,20,22.8,2.39,0,0,0,0
4,1,1,USA,Lyon,Fuel,Credit Card,Desktop,30,562,1.8,18296.04,33.4,144,20,40.0,1.36,0,0,0,0
19,0,0,USA,Guadalajara,ATM Withdrawal,Mobile Payment,POS Terminal,50,798,1.6,16307.9,63.58,146,21,4.1,5.88,0,0,0,0
15,0,0,USA,Osaka,Clothing,Credit Card,POS Terminal,26,526,0.7,6168.06,222.15,159,18,35.3,6.33,0,0,0,0
22,0,1,Germany,Osaka,Restaurant,Credit Card,Tablet,50,538,2.6,4184.35,63.89,157,22,17.6,7.34,1,0,0,0
1,1,1,USA,Melbourne,Entertainment,Credit Card,POS Terminal,35,730,1.1,2688.48,13.59,130,22,31.8,20.7,0,0,0,0
9,0,0,Germany,Mumbai,Restaurant,Bank Transfer,Desktop,25,704,2.8,3171.71,58.76,151,17,21.2,19.1,0,0,0,0
15,0,0,USA,Rio,Online Shopping,Mobile Payment,Desktop,42,617,10.5,874.82,122.88,143,23,24.5,6.09,0,0,0,0
17,0,0,UK,Melbourne,Online Shopping,Credit Card,Mobile,41,704,2.5,16975.33,80.7,167,15,2.2,2.03,0,0,0,0
3,0,1,USA,Vancouver,Crypto Exchange,Credit Card,Mobile,35,755,0.3,2807.54,73.6,160,20,0.8,5.65,0,0,0,0
10,0,0,UK,New York,Restaurant,Mobile Payment,Desktop,42,778,0.9,123683.28,26.95,173,28,52.3,8.09,0,0,0,0
10,0,0,USA,New York,Healthcare,Bank Transfer,POS Terminal,48,827,4.1,28630.12,161.11,130,19,18.0,9.56,0,0,0,0
23,1,1,USA,Los Angeles,Electronics,Credit Card,Mobile,43,674,18.0,4024.62,1139.84,161,33,22.8,3.66,1,0,0,0
9,0,0,India,Los Angeles,Crypto Exchange,Debit Card,Desktop,18,536,3.8,18093.5,87.58,173,23,0.5,1.79,0,0,0,0
10,0,0,USA,New York,ATM Withdrawal,Credit Card,Mobile,52,735,3.5,34283.96,52.87,144,22,59.0,10.91,1,0,0,0
14,0,0,Canada,Osaka,Clothing,Credit Card,Mobile,41,712,21.2,211733.74,112.69,156,19,3.4,13.77,0,0,0,0
1,0,1,USA,Tokyo,Jewelry,Credit Card,Desktop,39,799,10.5,7248.03,500.87,153,19,13.1,47.21,0,0,0,0
9,0,0,Brazil,Mexico City,Crypto Exchange,Credit Card,Desktop,47,565,1.3,2293.17,11.38,156,26,8.1,7.25,0,0,0,0
21,0,0,India,Munich,Electronics,Debit Card,Mobile,37,577,4.7,93541.25,125.21,158,22,0.3,16.27,0,0,0,0
12,0,0,UK,London,Restaurant,Credit Card,Desktop,40,673,1.9,7044.68,33.06,142,19,4.9,4.75,0,0,0,0
13,0,0,Australia,Sydney,Grocery,Mobile Payment,Mobile,33,673,2.2,1606.97,76.1,175,15,18.7,4.41,0,0,0,0
11,0,0,Japan,New York,Electronics,Credit Card,Mobile,40,635,6.3,32741.95,489.63,184,19,19.5,8.36,0,0,1,0
16,0,0,USA,Manchester,Gaming,Bank Transfer,Desktop,32,796,1.5,6402.36,69.22,157,19,5.7,0.26,0,0,0,0
0,0,1,USA,Tokyo,Entertainment,Bank Transfer,Desktop,65,781,4.7,21657.33,238.69,148,13,8.2,8.52,1,0,1,0
17,1,0,India,Tokyo,Education,Bank Transfer,Tablet,36,606,0.7,4568.78,246.81,160,21,3.1,13.5,0,0,0,0
1,1,1,Australia,Los Angeles,Clothing,Credit Card,Mobile,56,566,0.8,1698.21,41.83,163,23,9.6,10.5,0,0,0,0
18,0,0,Canada,Munich,Restaurant,Debit Card,POS Terminal,35,618,0.4,10261.92,64.57,163,24,39.0,1.07,1,1,1,0
6,0,1,USA,Toronto,Utilities,Debit Card,Mobile,40,506,3.8,1753.43,83.55,173,26,9.9,1.09,0,0,0,0
7,0,0,India,Sydney,Crypto Exchange,Debit Card,Desktop,43,669,13.1,40170.06,28.09,145,26,16.4,0.21,0,0,0,0
19,0,0,Australia,Los Angeles,Travel,Credit Card,Tablet,19,651,3.0,6820.01,488.6,135,24,1.6,8.82,0,0,0,0
3,0,1,USA,Osaka,Online Shopping,Bank Transfer,Tablet,20,795,0.5,14274.13,38.63,159,20,1.3,42.1,0,0,0,0
1,0,1,USA,Osaka,Clothing,Mobile Payment,ATM,63,697,14.8,4991.27,87.11,159,21,10.6,1.27,0,0,0,0
2,0,1,India,Delhi,Education,Credit Card,Mobile,23,669,19.7,1514.87,22.18,165,16,17.9,24.34,0,0,1,0
10,0,0,India,Osaka,Utilities,Debit Card,Desktop,57,657,6.4,3544.43,446.81,124,24,3.8,17.52,0,0,0,0
5,1,1,USA,New York,Fuel,Credit Card,ATM,56,733,10.1,1814.53,69.18,142,24,14.3,3.57,0,0,0,0
11,0,0,USA,Munich,Education,Bank Transfer,Mobile,27,634,1.9,3106.4,108.87,151,26,18.8,25.02,0,0,0,0
0,1,1,Mexico,Toronto,Utilities,Credit Card,Tablet,56,665,10.0,5511.15,39.18,159,29,11.0,3.49,0,0,0,0
7,0,0,Japan,Vancouver,Education,Debit Card,ATM,28,720,4.4,5605.91,34.13,147,17,61.7,1.34,1,0,0,0
20,0,0,Canada,Sydney,Healthcare,Crypto,POS Terminal,25,580,0.7,9177.43,107.34,144,30,0.1,13.16,0,0,0,0
7,0,0,USA,Vancouver,Clothing,Debit Card,ATM,61,506,1.5,7482.82,85.89,174,23,8.8,62.0,0,0,0,0
12,0,0,USA,Delhi,Jewelry,Debit Card,Mobile,50,757,0.4,22706.4,365.75,132,20,12.9,3.62,1,0,0,0
6,0,1,UK,Vancouver,ATM Withdrawal,Bank Transfer,Mobile,65,658,12.7,9100.62,11.87,156,19,5.3,28.42,0,0,0,0
13,0,0,Canada,Los Angeles,Education,Mobile Payment,Mobile,41,850,9.4,9559.18,26.63,144,15,5.5,2.24,1,0,1,0
17,0,0,USA,London,Online Shopping,Bank Transfer,Mobile,48,696,2.6,2232.46,141.97,153,23,2.7,11.09,0,0,0,0
9,1,0,France,Mexico City,Online Shopping,Debit Card,Desktop,18,757,4.7,18490.71,88.75,145,17,5.1,12.51,0,0,0,0
8,0,0,Germany,Manchester,Gaming,Mobile Payment,Desktop,21,652,17.9,3803.21,3.98,144,23,2.6,5.93,0,0,0,0
23,1,1,USA,Lyon,Electronics,Credit Card,Desktop,22,531,3.4,10281.15,316.52,139,20,2.2,3.21,0,0,0,0
22,0,1,Canada,London,Electronics,Credit Card,Tablet,22,691,0.9,42226.74,3161.03,146,20,23.9,6.42,0,0,0,0
1,0,1,Brazil,Berlin,Gaming,Crypto,ATM,72,707,0.2,7032.65,159.7,121,10,1.3,28.97,1,0,0,0
6,1,1,UK,Sydney,Jewelry,Mobile Payment,Tablet,20,653,0.5,15348.7,653.3,160,19,32.0,19.21,0,0,0,0
18,0,0,USA,Lyon,Clothing,Bank Transfer,Tablet,32,702,2.2,7766.66,129.64,174,15,42.9,1.39,0,0,0,0
12,0,0,Mexico,Rio,Entertainment,Debit Card,Tablet,27,768,4.8,16795.94,18.7,155,15,2.4,5.38,1,0,0,0
14,0,0,USA,Guadalajara,Fuel,Debit Card,Mobile,38,721,4.7,24656.01,17.49,146,18,1.2,8.36,0,0,0,0
12,0,0,Germany,Osaka,Electronics,Credit Card,Tablet,43,731,3.2,41225.33,1503.92,155,14,53.8,22.8,0,0,1,0
7,0,0,USA,Mexico City,Crypto Exchange,Debit Card,Mobile,46,467,1.5,75110.76,30.76,153,17,38.9,5.56,0,0,1,1
4,0,1,USA,Mexico City,Electronics,Debit Card,POS Terminal,34,627,0.1,3790.57,817.9,136,20,19.1,18.65,0,0,0,1
6,0,1,USA,Manchester,Grocery,Debit Card,Mobile,50,748,7.5,10203.18,178.03,151,29,29.6,1.05,1,5,0,0
18,0,0,India,London,Crypto Exchange,Debit Card,Desktop,57,699,1.9,6431.22,175.97,153,22,3.2,1.32,0,0,0,0
15,0,0,UK,Rio,Grocery,Credit Card,Mobile,48,727,17.1,513.09,36.07,143,15,2.2,11.7,1,0,1,0
0,1,1,India,Mexico City,Utilities,Debit Card,Mobile,25,626,1.2,4709.47,115.69,126,24,11.9,41.09,0,0,0,0
0,0,1,USA,Sydney,Jewelry,Mobile Payment,Mobile,44,746,9.9,8054.39,114.15,142,20,11.6,4.13,1,2,0,1
14,1,0,UK,São Paulo,Online Shopping,Credit Card,Mobile,72,781,10.1,8858.37,65.3,136,22,20.6,1.61,0,0,0,0
9,0,0,Australia,Toronto,ATM Withdrawal,Mobile Payment,ATM,53,694,6.6,3749.27,30.71,148,23,24.9,8.86,0,0,0,0
10,0,0,Canada,London,Education,Debit Card,ATM,39,574,2.4,1550.86,138.12,137,20,15.1,4.78,0,0,0,0
9,0,0,UK,Lyon,Entertainment,Debit Card,Mobile,22,556,1.6,15453.52,61.64,151,13,4.5,13.68,0,0,0,0
4,0,1,Brazil,Lyon,Restaurant,Debit Card,Desktop,39,691,2.6,13353.49,39.36,143,19,11.8,9.11,0,0,0,0
18,1,0,Germany,London,Clothing,Debit Card,Mobile,73,527,0.4,5030.0,71.85,155,21,12.4,17.94,0,0,1,1
7,0,0,Germany,Guadalajara,Entertainment,Debit Card,ATM,33,662,2.0,1724.69,35.89,150,18,0.2,2.85,1,0,0,0
4,0,1,Germany,Osaka,Travel,Debit Card,Tablet,56,673,10.2,7454.54,162.63,136,16,12.1,14.31,0,0,0,0
12,1,0,USA,Tokyo,Clothing,Bank Transfer,Mobile,36,619,1.6,44086.65,25.93,138,23,34.4,1.58,0,0,0,0
0,0,1,USA,Paris,Online Shopping,Mobile Payment,Mobile,65,687,0.3,17464.67,282.52,138,22,0.2,17.91,0,1,0,0
22,1,1,Mexico,Delhi,Travel,Mobile Payment,POS Terminal,22,715,15.4,10324.9,5895.46,150,15,8.5,5.25,0,1,0,0
14,0,0,Germany,London,Travel,Crypto,POS Terminal,37,832,10.2,18081.92,127.12,143,16,29.2,2.12,0,0,0,0
0,0,1,Canada,Mumbai,Travel,Crypto,ATM,44,644,2.3,42733.04,827.77,156,18,10.2,2.46,0,0,1,0
20,0,0,India,Paris,Clothing,Credit Card,Desktop,18,769,2.6,5462.81,62.18,165,13,19.8,12.08,0,0,0,0
9,0,0,France,Delhi,Grocery,Debit Card,Mobile,46,554,16.0,49824.5,63.52,158,20,14.2,7.32,0,0,0,0
10,1,0,Australia,Melbourne,Gaming,Crypto,Desktop,50,685,1.0,15700.81,17.11,120,23,9.6,14.56,1,0,1,0
2,1,1,USA,Berlin,Electronics,Credit Card,Desktop,36,592,2.9,4990.8,388.47,144,20,0.3,19.81,0,0,0,0
4,1,1,Germany,New York,Entertainment,Debit Card,Mobile,61,674,2.7,5881.13,10.51,163,27,95.8,15.02,0,0,0,0
12,0,0,Brazil,Mexico City,Electronics,Bank Transfer,Mobile,36,725,4.4,2197.32,76.78,152,11,62.7,2.45,0,0,0,0
22,1,1,Australia,Guadalajara,Electronics,Credit Card,Mobile,53,556,3.8,13155.24,308.97,138,21,37.2,4.56,0,0,0,1
5,0,1,USA,Lyon,Utilities,Credit Card,Desktop,42,734,6.7,10458.16,304.42,172,18,35.5,2.99,0,0,0,0
23,0,1,Canada,Mumbai,Clothing,Cheque,POS Terminal,53,678,3.3,35737.57,40.67,132,19,12.6,5.0,0,0,0,0
16,0,0,USA,São Paulo,Entertainment,Debit Card,Mobile,27,656,1.2,1875.78,8.14,156,15,5.2,6.46,1,0,1,0
1,1,1,USA,Melbourne,Education,Credit Card,Desktop,54,720,14.3,23209.5,137.51,148,22,28.5,36.07,0,0,0,0
14,0,0,USA,Mexico City,Grocery,Credit Card,ATM,21,764,6.6,10284.54,108.21,153,21,7.5,6.82,0,0,0,0
10,0,0,Brazil,Guadalajara,Electronics,Cheque,Tablet,46,749,3.8,3740.0,678.32,173,18,7.9,0.31,0,4,0,1
0,1,1,USA,Los Angeles,Utilities,Crypto,Mobile,43,763,8.0,2630.64,59.43,139,17,23.1,4.84,0,3,0,0
0,0,1,Australia,Los Angeles,Education,Debit Card,Mobile,46,682,12.9,28398.09,217.85,145,18,0.5,6.2,1,2,0,0
9,1,0,Japan,Mexico City,Restaurant,Credit Card,Mobile,48,677,3.5,11979.79,176.71,151,28,1.6,6.91,0,0,0,0
9,0,0,USA,Berlin,Healthcare,Bank Transfer,POS Terminal,62,703,7.6,10955.63,58.77,151,20,5.4,4.21,1,0,1,0
16,0,0,India,Vancouver,Grocery,Crypto,Tablet,48,761,3.5,11126.41,18.6,174,8,12.7,1.53,0,0,1,0
19,0,0,Canada,Lyon,ATM Withdrawal,Credit Card,POS Terminal,59,650,3.1,6323.83,137.16,143,17,30.9,15.26,0,0,0,0
0,0,1,France,Los Angeles,Electronics,Debit Card,Tablet,40,689,20.5,4776.13,798.89,146,15,11.6,10.56,0,0,0,0
21,0,0,USA,Osaka,Crypto Exchange,Debit Card,Desktop,60,692,5.9,10886.27,23.73,140,19,40.6,7.64,0,0,0,0
15,0,0,Japan,Guadalajara,Online Shopping,Bank Transfer,ATM,41,453,7.8,10931.17,197.12,154,10,16.0,18.64,0,0,0,0
10,0,0,Mexico,São Paulo,Online Shopping,Debit Card,Desktop,63,631,1.2,2399.78,57.63,150,25,46.1,29.18,0,1,0,0
16,0,0,Germany,Tokyo,ATM Withdrawal,Mobile Payment,ATM,29,608,4.3,32532.21,116.47,137,24,19.7,20.82,1,0,0,0
1,1,1,USA,Sydney,Education,Debit Card,Mobile,56,670,7.3,314.35,110.63,178,21,47.2,13.17,0,0,0,0
22,0,1,France,Delhi,Travel,Mobile Payment,Tablet,41,562,2.2,6153.62,886.16,162,27,4.8,9.2,0,0,0,0
19,0,0,France,Mexico City,Grocery,Credit Card,Tablet,60,806,4.7,15384.64,14.09,159,24,86.3,36.09,0,0,0,0
9,0,0,Canada,London,Entertainment,Debit Card,Mobile,23,599,10.3,76906.97,18.2,153,20,7.8,10.97,0,0,0,0
11,1,0,India,Tokyo,Fuel,Debit Card,Mobile,42,700,0.2,706.18,152.69,145,22,12.9,12.87,0,0,0,0
11,1,0,Canada,Toronto,Crypto Exchange,Debit Card,Mobile,42,719,13.9,266825.12,18.13,152,18,5.7,9.53,0,0,0,0
18,0,0,France,London,Travel,Bank Transfer,Desktop,47,698,1.1,2522.49,908.65,167,16,1.7,9.45,1,0,1,0
10,0,0,USA,Sydney,Crypto Exchange,Debit Card,POS Terminal,54,588,1.0,21536.5,24.55,154,20,14.5,0.68,0,0,0,0
8,0,0,India,Guadalajara,Crypto Exchange,Mobile Payment,ATM,51,703,4.8,1755.2,38.94,163,19,4.6,9.07,0,0,0,0
11,0,0,Canada,Guadalajara,Electronics,Credit Card,Mobile,62,736,2.9,18024.26,647.07,136,18,31.0,5.7,0,0,0,0
17,0,0,USA,Delhi,ATM Withdrawal,Credit Card,Mobile,40,674,5.0,10048.78,23.53,148,31,5.5,17.81,0,0,0,0
10,0,0,India,Osaka,Crypto Exchange,Debit Card,Desktop,31,722,7.8,2451.25,406.24,134,29,4.6,1.71,0,0,0,0
13,1,0,USA,Manchester,Education,Mobile Payment,Mobile,56,585,4.0,18773.72,10.53,143,15,92.3,7.36,0,0,0,0
9,0,0,USA,Mexico City,Crypto Exchange,Debit Card,Mobile,41,782,2.5,4137.82,47.7,138,21,30.4,5.24,0,0,0,0
20,0,0,USA,Toronto,Electronics,Debit Card,Mobile,60,518,0.6,15163.87,444.23,126,20,14.0,23.64,0,0,0,0
23,0,1,Canada,Sydney,Fuel,Crypto,Mobile,42,817,2.1,62519.67,10.4,143,25,31.5,1.2,0,0,0,0
20,1,0,Brazil,Mumbai,Healthcare,Credit Card,Desktop,58,613,0.5,30172.39,180.55,135,21,37.0,1.28,1,0,0,0
13,1,0,Germany,São Paulo,Travel,Bank Transfer,Tablet,47,674,1.0,735.33,179.38,169,20,5.4,29.65,0,1,0,0
4,0,1,India,Vancouver,Online Shopping,Credit Card,ATM,36,730,7.8,63277.7,9.59,150,23,6.9,0.44,0,0,0,0
12,0,0,Brazil,Vancouver,Clothing,Credit Card,Mobile,66,554,12.7,3904.7,66.58,155,19,34.1,5.52,1,1,0,0
5,0,1,India,Mumbai,Jewelry,Credit Card,Mobile,50,760,1.6,2393.91,886.0,156,24,15.8,8.77,0,0,0,1
8,1,0,Brazil,London,Healthcare,Debit Card,ATM,42,428,2.9,10488.51,164.72,140,23,6.4,12.18,0,2,0,0
17,0,0,Mexico,Munich,ATM Withdrawal,Debit Card,Desktop,39,730,13.8,16419.05,28.66,143,19,6.2,3.11,0,0,0,0
22,0,1,Germany,Osaka,Grocery,Debit Card,Desktop,51,620,6.9,1694.08,92.98,152,14,25.6,62.76,0,0,0,0
15,1,0,India,Paris,Grocery,Credit Card,Mobile,54,623,0.5,3993.94,76.09,143,16,1.8,8.34,0,0,0,0
15,0,0,USA,Tokyo,Online Shopping,Credit Card,Desktop,50,621,0.2,20860.38,17.18,143,21,23.1,5.82,1,3,0,0
12,0,0,France,Sydney,Electronics,Mobile Payment,Mobile,42,527,1.1,21323.73,63.78,151,16,0.2,3.82,0,1,0,0
9,1,0,Brazil,Mumbai,Clothing,Mobile Payment,Mobile,24,808,0.9,18846.27,28.95,139,18,30.6,0.8,1,1,0,1
10,0,0,USA,Guadalajara,ATM Withdrawal,Cheque,Desktop,58,678,2.6,18108.19,94.42,145,25,9.1,6.89,1,1,0,1
14,0,0,Mexico,Lyon,Online Shopping,Debit Card,Mobile,29,704,1.5,605.07,68.03,143,15,17.5,6.2,0,0,0,0
21,0,0,USA,São Paulo,Jewelry,Mobile Payment,Mobile,46,679,17.6,40728.52,169.99,150,22,36.3,13.04,1,0,0,0
18,1,0,UK,São Paulo,Education,Debit Card,Desktop,34,687,3.1,8192.02,71.88,151,26,27.6,46.9,0,0,0,0
16,0,0,UK,Lyon,Education,Credit Card,Desktop,52,547,1.4,30300.37,442.81,147,14,3.5,4.04,0,0,0,0
10,0,0,Germany,Toronto,Grocery,Bank Transfer,Mobile,26,806,2.0,24376.29,51.6,159,24,59.8,20.75,0,1,0,0
2,0,1,India,Vancouver,Healthcare,Bank Transfer,Desktop,52,712,9.9,16566.36,114.59,144,24,36.9,17.64,0,1,0,0
14,1,0,Canada,Mumbai,Education,Debit Card,Desktop,66,707,15.3,3578.8,44.06,149,16,3.2,0.3,0,0,0,0
6,0,1,USA,Sydney,Healthcare,Crypto,Mobile,46,796,3.0,28476.09,65.46,139,21,59.6,21.31,0,0,1,0
6,0,1,USA,Guadalajara,Fuel,Debit Card,Desktop,37,606,4.6,9105.7,14.65,166,17,11.7,11.41,0,0,0,1
6,0,1,Canada,São Paulo,Entertainment,Crypto,Desktop,24,620,28.9,15418.92,181.57,162,17,0.9,6.88,0,0,0,0
4,0,1,Brazil,Tokyo,Healthcare,Crypto,Mobile,18,535,1.0,16929.17,22.07,161,19,28.6,3.49,0,1,0,0
20,1,0,Canada,Berlin,Online Shopping,Mobile Payment,Tablet,46,650,3.0,29369.62,100.88,150,15,4.9,3.9,0,1,0,0
10,0,0,Canada,São Paulo,Education,Credit Card,Mobile,56,639,8.0,3642.2,87.02,159,11,12.8,15.3,0,0,0,0
8,0,0,Japan,Berlin,Entertainment,Mobile Payment,Mobile,27,671,12.3,23248.52,62.95,158,24,4.9,16.93,0,0,0,0
1,0,1,India,Vancouver,Travel,Credit Card,ATM,24,653,3.8,52246.12,999.6,162,18,13.8,11.0,1,0,0,0
13,1,0,India,Tokyo,Travel,Mobile Payment,Mobile,30,671,3.2,3682.67,269.3,169,24,4.7,5.11,0,0,0,0
3,0,1,Japan,New York,Travel,Debit Card,Desktop,31,605,4.1,679.37,7895.1,137,18,2.6,21.84,0,0,0,1
15,1,0,Japan,Paris,Grocery,Mobile Payment,Desktop,18,658,17.3,8003.42,69.6,153,14,13.6,54.31,0,0,0,0
22,0,1,France,New York,Education,Debit Card,Mobile,43,674,13.9,22109.29,12.11,161,16,96.9,15.42,0,0,0,0
7,0,0,Mexico,Manchester,Utilities,Mobile Payment,Mobile,31,716,2.5,751.75,8.07,147,15,34.1,2.57,1,1,1,0
16,0,0,Canada,Mumbai,Utilities,Mobile Payment,Mobile,54,665,4.8,1994.16,43.87,158,16,1.1,21.64,1,0,0,0
20,0,0,USA,Mumbai,Grocery,Credit Card,Mobile,49,678,22.8,7592.22,29.2,155,23,42.3,8.19,0,0,0,1
7,0,0,France,Paris,Education,Debit Card,Desktop,66,768,8.9,29795.99,13.56,145,23,1.4,16.17,0,0,0,0
19,0,0,USA,Los Angeles,Fuel,Debit Card,Mobile,51,736,3.9,7021.28,7.84,157,13,30.6,5.5,0,0,0,0
6,0,1,India,Rio,Healthcare,Bank Transfer,Mobile,52,731,1.1,27211.07,92.35,149,20,4.7,39.15,0,0,0,0
14,0,0,USA,Paris,Crypto Exchange,Credit Card,Tablet,37,789,3.7,5746.01,112.49,166,21,51.1,7.21,1,0,0,0
16,0,0,USA,Vancouver,Online Shopping,Credit Card,POS Terminal,62,730,9.9,27903.73,60.53,126,16,11.0,2.77,0,0,0,0
12,1,0,USA,Vancouver,Healthcare,Debit Card,Mobile,65,634,0.2,9731.49,37.74,167,18,9.4,0.78,0,0,0,0
5,0,1,Germany,Mexico City,Grocery,Credit Card,Desktop,36,637,3.3,10188.55,93.83,162,22,14.9,7.84,0,1,0,1
14,0,0,Brazil,Berlin,Utilities,Credit Card,Mobile,39,824,1.5,5711.64,43.13,138,25,13.8,47.62,0,1,0,0
14,1,0,France,Munich,Restaurant,Bank Transfer,Tablet,23,775,1.6,1356.58,73.42,171,30,48.8,7.07,1,0,0,0
9,1,0,Germany,London,Clothing,Debit Card,Mobile,25,613,0.6,1663.75,31.14,139,21,9.0,5.32,0,0,0,0
18,0,0,France,Osaka,Jewelry,Debit Card,Tablet,54,630,1.4,3286.85,160.9,144,28,60.3,1.33,0,0,0,0
3,1,1,Mexico,London,Fuel,Debit Card,Tablet,30,717,5.2,28941.61,176.96,146,24,1.4,12.27,0,0,0,0
2,1,1,India,Los Angeles,Jewelry,Debit Card,Tablet,57,668,0.7,3278.22,85.7,147,27,14.0,14.51,0,1,0,0
5,1,1,India,Osaka,Gaming,Debit Card,Mobile,56,688,2.5,13857.17,36.38,146,16,1.3,22.39,0,0,0,0
14,0,0,Canada,Lyon,Electronics,Debit Card,Desktop,34,740,14.8,26358.59,203.1,160,24,12.1,4.72,0,5,0,0
13,0,0,France,Vancouver,Grocery,Bank Transfer,POS Terminal,41,571,3.3,2286.13,38.9,126,20,38.1,5.29,0,3,0,0
1,0,1,Germany,London,Entertainment,Credit Card,ATM,18,673,2.1,8811.71,525.55,153,12,8.6,4.14,0,0,0,1
6,0,1,USA,Guadalajara,Jewelry,Mobile Payment,Desktop,56,698,2.9,1391.18,203.72,143,20,5.5,14.3,0,0,0,0
19,0,0,Canada,Mumbai,Fuel,Debit Card,ATM,31,705,5.9,18949.19,59.85,138,19,29.8,22.24,0,1,0,0
23,0,1,India,Paris,Clothing,Crypto,Mobile,34,844,17.8,15856.5,73.14,162,20,11.1,11.29,0,0,0,0
14,1,0,USA,Melbourne,Healthcare,Credit Card,Mobile,51,665,6.9,5949.15,105.82,157,12,0.9,1.16,0,0,0,0
9,0,0,UK,Mexico City,Electronics,Debit Card,ATM,38,569,6.7,17921.04,1585.17,141,22,9.0,32.52,0,1,0,0
4,1,1,India,London,Restaurant,Bank Transfer,Tablet,54,726,3.4,1324.01,297.85,166,20,2.1,14.75,0,0,0,0
1,0,1,France,Manchester,Online Shopping,Credit Card,Mobile,51,739,5.3,3303.86,21.77,147,21,56.5,3.82,0,0,0,0
19,0,0,Mexico,Lyon,Jewelry,Mobile Payment,Mobile,42,615,7.8,21446.38,983.74,139,15,72.3,6.18,1,1,0,0
22,0,1,USA,New York,Electronics,Bank Transfer,ATM,56,769,3.9,4000.14,391.12,161,22,17.6,22.76,0,0,1,0
5,0,1,UK,Mexico City,Clothing,Cheque,Mobile,42,696,0.3,18527.67,20.9,162,23,6.7,18.35,0,0,0,0
17,1,0,Mexico,Mumbai,Gaming,Credit Card,Mobile,58,618,0.2,16080.38,35.92,167,27,23.5,13.5,0,0,0,0
3,0,1,UK,Delhi,Electronics,Mobile Payment,Desktop,25,647,4.1,1872.46,239.96,158,25,2.2,7.01,0,1,0,0
8,0,0,Japan,Toronto,ATM Withdrawal,Debit Card,Tablet,18,686,4.6,3578.78,22.52,131,27,34.0,7.8,1,0,0,0
14,0,0,USA,Berlin,Grocery,Mobile Payment,Desktop,39,817,8.0,1490.02,26.29,162,18,9.2,27.99,0,0,0,0
7,0,0,USA,New York,Online Shopping,Credit Card,Mobile,30,763,1.1,36298.06,14.59,155,21,19.7,3.94,0,0,0,0
2,1,1,USA,Melbourne,Gaming,Bank Transfer,POS Terminal,45,676,1.7,10980.25,118.06,155,24,5.7,18.63,0,1,0,0
21,0,0,Canada,Guadalajara,Entertainment,Bank Transfer,Mobile,18,725,1.5,3201.3,160.43,149,27,5.1,18.47,0,0,0,0
15,0,0,USA,Delhi,Utilities,Debit Card,Tablet,59,556,7.4,12730.5,574.43,164,23,22.8,1.42,0,0,0,0
19,1,0,Germany,Munich,Crypto Exchange,Mobile Payment,Mobile,27,635,7.3,8152.53,26.35,154,26,40.0,5.98,0,0,0,0
18,0,0,Australia,Paris,Entertainment,Debit Card,Tablet,45,647,1.5,108343.9,51.03,148,17,9.8,8.93,0,0,0,0
2,1,1,France,London,Restaurant,Debit Card,ATM,42,750,7.4,1585.83,82.97,158,22,5.7,1.26,0,0,0,0
4,0,1,India,Manchester,Education,Credit Card,Mobile,41,575,4.3,9559.43,25.1,126,22,8.0,2.62,0,0,0,0
17,0,0,USA,Paris,ATM Withdrawal,Credit Card,Mobile,33,804,11.7,72842.87,113.45,177,13,29.7,17.87,0,0,0,0
9,0,0,USA,Toronto,Travel,Bank Transfer,Mobile,48,712,2.0,31641.99,185.9,162,16,19.2,26.93,0,1,0,0
16,0,0,Mexico,Osaka,Gaming,Credit Card,Mobile,25,735,9.1,4938.58,119.95,136,20,7.6,6.25,0,2,0,0
4,1,1,USA,Mumbai,Entertainment,Mobile Payment,Desktop,45,685,0.5,433.29,15.33,146,23,4.1,0.65,0,0,1,0
13,1,0,USA,Delhi,Online Shopping,Credit Card,Desktop,33,571,0.9,28774.31,37.42,146,20,9.9,21.32,0,0,0,0
2,0,1,USA,Lyon,ATM Withdrawal,Debit Card,POS Terminal,29,744,0.7,2274.08,137.38,162,16,39.1,3.22,0,0,0,0
7,0,0,France,Sydney,Gaming,Mobile Payment,Mobile,28,729,0.5,2931.77,153.09,156,15,4.5,28.91,0,1,1,1
14,1,0,India,London,Utilities,Mobile Payment,Mobile,37,745,1.7,3627.75,178.05,165,14,7.1,8.4,0,0,0,0
